datetime,symbol,open,high,low,close,volume
2024-09-16 09:15:00,NSE:ADANIGREEN,1850.0,1941.65,1833.15,1930.8,5342579.0
2024-09-17 09:15:00,NSE:ADANIGREEN,1930.8,1978.0,1886.0,1954.4,4392980.0
